cluster_id,facet_id,cluster_name,cluster_description,level,num_records,ratio,ratio_95ci_lower,ratio_95ci_upper,mean_val,num_orgs,sparkline,freq_slope,sum_val,time_without_ai:0_minutes_num_records,time_without_ai:0_minutes_ratio,time_without_ai:1000_to_3000_minutes_num_records,time_without_ai:1000_to_3000_minutes_ratio,time_without_ai:100_to_300_minutes_num_records,time_without_ai:100_to_300_minutes_ratio,time_without_ai:10_to_30_minutes_num_records,time_without_ai:10_to_30_minutes_ratio,time_without_ai:1_to_3_minutes_num_records,time_without_ai:1_to_3_minutes_ratio,time_without_ai:300_to_1000_minutes_num_records,time_without_ai:300_to_1000_minutes_ratio,time_without_ai:30_to_100_minutes_num_records,time_without_ai:30_to_100_minutes_ratio,time_without_ai:3_to_10_minutes_num_records,time_without_ai:3_to_10_minutes_ratio,task_success:abandoned_or_unclear_num_records,task_success:abandoned_or_unclear_ratio,task_success:clear_failure_num_records,task_success:clear_failure_ratio,task_success:clear_success_num_records,task_success:clear_success_ratio,task_success:partial_success_num_records,task_success:partial_success_ratio,work_activity_type:debugging_and_maintenance_num_records,work_activity_type:debugging_and_maintenance_ratio,work_activity_type:infrastructure_and_devops_num_records,work_activity_type:infrastructure_and_devops_ratio,work_activity_type:other_num_records,work_activity_type:other_ratio,work_activity_type:producing_written_artifacts_num_records,work_activity_type:producing_written_artifacts_ratio,work_activity_type:research_and_learning_num_records,work_activity_type:research_and_learning_ratio,work_activity_type:technical_review_num_records,work_activity_type:technical_review_ratio,work_activity_type:writing_personal_code_num_records,work_activity_type:writing_personal_code_ratio,work_activity_type:writing_shared_code_num_records,work_activity_type:writing_shared_code_ratio,supervision_intensity:actively_supervised_num_records,supervision_intensity:actively_supervised_ratio,supervision_intensity:collaborative_num_records,supervision_intensity:collaborative_ratio,supervision_intensity:fully_autonomous_num_records,supervision_intensity:fully_autonomous_ratio,supervision_intensity:lightly_supervised_num_records,supervision_intensity:lightly_supervised_ratio,turn_count:count_num_records,turn_count:count_ratio,turn_count:count_stdev_val,turn_count:count_mean_val,turn_count:count_mean_95ci_lower,turn_count:count_mean_95ci_upper,turn_count:count_sum_val,turn_count:count_sum_95ci_lower,turn_count:count_sum_95ci_upper,char_count:assistant_char_count_num_records,char_count:assistant_char_count_ratio,char_count:assistant_char_count_stdev_val,char_count:assistant_char_count_mean_val,char_count:assistant_char_count_mean_95ci_lower,char_count:assistant_char_count_mean_95ci_upper,char_count:assistant_char_count_sum_val,char_count:assistant_char_count_sum_95ci_lower,char_count:assistant_char_count_sum_95ci_upper,char_count:human_char_count_num_records,char_count:human_char_count_ratio,char_count:human_char_count_stdev_val,char_count:human_char_count_mean_val,char_count:human_char_count_mean_95ci_lower,char_count:human_char_count_mean_95ci_upper,char_count:human_char_count_sum_val,char_count:human_char_count_sum_95ci_lower,char_count:human_char_count_sum_95ci_upper,session_duration_seconds:all_num_records,session_wall_clock_seconds:all_num_records,model_version:claude-4-1-opus_num_records,model_version:claude-4-1-opus_ratio,model_version:claude-4-5-haiku_num_records,model_version:claude-4-5-haiku_ratio,model_version:claude-4-5-opus_num_records,model_version:claude-4-5-opus_ratio,model_version:claude-4-5-sonnet_num_records,model_version:claude-4-5-sonnet_ratio,model_version:claude-4-6-opus_num_records,model_version:claude-4-6-opus_ratio,model_version:claude-4-6-sonnet_num_records,model_version:claude-4-6-sonnet_ratio,model_version:claude-4-7-opus_num_records,model_version:claude-4-7-opus_ratio,model_version:claude-4-sonnet_num_records,model_version:claude-4-sonnet_ratio,model_version:none_num_records,model_version:none_ratio,cc_session_turn_count:all_num_records,compaction_auto:all_num_records,compaction_manual:all_num_records,lines_added:all_num_records,lines_removed:all_num_records,session_wall_clock_seconds:all_stdev_val,session_wall_clock_seconds:all_mean_val,session_wall_clock_seconds:all_mean_95ci_lower,session_wall_clock_seconds:all_mean_95ci_upper,session_wall_clock_seconds:all_sum_val,session_wall_clock_seconds:all_sum_95ci_lower,session_wall_clock_seconds:all_sum_95ci_upper,session_duration_seconds:all_stdev_val,session_duration_seconds:all_mean_val,session_duration_seconds:all_mean_95ci_lower,session_duration_seconds:all_mean_95ci_upper,session_duration_seconds:all_sum_val,session_duration_seconds:all_sum_95ci_lower,session_duration_seconds:all_sum_95ci_upper,cc_session_turn_count:all_stdev_val,cc_session_turn_count:all_mean_val,cc_session_turn_count:all_mean_95ci_lower,cc_session_turn_count:all_mean_95ci_upper,cc_session_turn_count:all_sum_val,cc_session_turn_count:all_sum_95ci_lower,cc_session_turn_count:all_sum_95ci_upper,lines_added:all_stdev_val,lines_added:all_mean_val,lines_added:all_mean_95ci_lower,lines_added:all_mean_95ci_upper,lines_added:all_sum_val,lines_added:all_sum_95ci_lower,lines_added:all_sum_95ci_upper,lines_removed:all_stdev_val,lines_removed:all_mean_val,lines_removed:all_mean_95ci_lower,lines_removed:all_mean_95ci_upper,lines_removed:all_sum_val,lines_removed:all_sum_95ci_lower,lines_removed:all_sum_95ci_upper,compaction_auto:all_stdev_val,compaction_auto:all_mean_val,compaction_auto:all_mean_95ci_lower,compaction_auto:all_mean_95ci_upper,compaction_auto:all_sum_val,compaction_auto:all_sum_95ci_lower,compaction_auto:all_sum_95ci_upper,compaction_manual:all_stdev_val,compaction_manual:all_mean_val,compaction_manual:all_mean_95ci_lower,compaction_manual:all_mean_95ci_upper,compaction_manual:all_sum_val,compaction_manual:all_sum_95ci_lower,compaction_manual:all_sum_95ci_upper
task_description:28f62282-82f0-4cd3-bd30-25dff9fdd43d,task_description,Set up and configure project-specific development environments and toolchains,"Users configured and initialized software development environments by setting up toolchains, plugins, agents, and version control integrations for working on specific software projects such as marketplaces, dashboards, mobile apps, and audio plugins. The setup tasks included installing dependencies, registering MCP servers, configuring code exploration and planning tools, and organizing workflows for multi-step coding tasks across various codebases.",0,819,0.0033115662212158583,0.0030851397106546386,0.003537992731777078,,792,{},0.0,,226.0,0.27594627594627597,,,162.0,0.1978021978021978,83.0,0.10134310134310134,16.0,0.019536019536019536,115.0,0.14041514041514042,180.0,0.21978021978021978,30.0,0.03663003663003663,158.0,0.19291819291819293,,,559.0,0.6825396825396826,99.0,0.12087912087912088,127.0,0.15506715506715507,162.0,0.1978021978021978,69.0,0.08424908424908426,62.0,0.0757020757020757,47.0,0.057387057387057384,20.0,0.02442002442002442,,,321.0,0.39194139194139194,69.0,0.08424908424908426,106.0,0.12942612942612944,534.0,0.652014652014652,109.0,0.1330891330891331,819.0,1.0,10.134348044372286,5.936507936507937,5.269474969474969,6.671764346764347,4862.0,4315.7,5464.175,819.0,1.0,221635.67430343074,228156.8437118437,214118.63394383393,243031.16794871795,186860455.0,175363161.2,199042526.54999998,819.0,1.0,38752.928014183184,33428.61416361416,31046.593986568987,36133.877899877894,27378035.0,25427160.475,29593646.0,819.0,819.0,,,56.0,0.06837606837606838,,,,,256.0,0.3125763125763126,303.0,0.36996336996337,169.0,0.20634920634920634,,,28.0,0.03418803418803419,819.0,819.0,819.0,819.0,819.0,87069.93803092619,17394.660146699265,12207.239822738387,23809.401680929095,14228832.0,9985522.175,19476090.575,23939.34613252852,8420.365525672372,6990.3607579462105,10018.20140586797,6887859.0,5718115.1,8194888.75,17.357728310173286,6.430317848410758,5.357365525672372,7.802231051344743,5260.0,4382.325,6382.224999999999,3288.3477649781616,1007.9229828850856,803.3379584352078,1249.0374694376528,824481.0,657130.45,1021712.65,1144.4417585999836,180.37163814180929,125.357304400978,269.84462102689486,147544.0,102542.275,220732.9,1.6430141328397911,0.28728606356968217,0.17603911980440098,0.40715158924205375,235.0,144.0,333.04999999999995,1.6848121267701406,0.3105134474327628,0.21146088019559903,0.4291259168704156,254.0,172.975,351.025
task_description:af0bce59-59a3-4ec6-8925-0dcc5f6e26ee,task_description,Build and run automated system health checks and monitoring scripts,"Users ran automated health check and monitoring scripts to verify the operational status of services, endpoints, processes, and infrastructure across web applications, trading systems, databases, and distributed environments. These checks involved probing endpoints, reviewing logs, restarting failed processes, sending alerts, and reporting findings as part of scheduled or recurring uptime and status verification routines.",0,992,0.004011078988334715,0.003761970398380315,0.004260187578289115,,685,{},0.0,,658.0,0.6633064516129032,,,,,69.0,0.06955645161290322,72.0,0.07258064516129033,,,36.0,0.036290322580645164,143.0,0.14415322580645162,183.0,0.1844758064516129,53.0,0.05342741935483871,712.0,0.717741935483871,44.0,0.04435483870967742,131.0,0.13205645161290322,692.0,0.6975806451612904,120.0,0.12096774193548387,,,,,,,,,16.0,0.016129032258064516,47.0,0.047379032258064516,34.0,0.034274193548387094,851.0,0.8578629032258065,60.0,0.06048387096774194,992.0,1.0,35.80249053721942,5.881048387096774,3.9898941532258063,8.319858870967742,5834.0,3957.975,8253.3,992.0,1.0,181738.0324918421,54721.38911290323,44491.754259072586,66271.37721774193,54283618.0,44135820.225,65741206.199999996,992.0,1.0,48712.2894530812,36912.571572580644,34022.37336189516,40002.758644153226,36617271.0,33750194.375,39682736.575,992.0,992.0,,,149.0,0.1502016129032258,,,,,114.0,0.11491935483870967,539.0,0.5433467741935484,130.0,0.1310483870967742,,,46.0,0.046370967741935484,992.0,992.0,992.0,992.0,992.0,78193.11258911775,9076.920282542886,4866.250681130171,14212.85396064581,8995228.0,4822454.425,14084938.275,43431.571332403495,5368.798183652876,2886.5010343087793,8360.65186680121,5320479.0,2860522.525,8285406.0,47.65983801502459,6.398587285570131,3.8345610494450053,9.528481331987889,6341.0,3800.05,9442.724999999997,1025.3717334221126,106.14631685166499,54.829894046417756,183.38574672048435,105191.0,54336.425,181735.275,230.3740104847023,18.165489404641775,7.557139253279516,35.05691220988898,18002.0,7489.125,34741.39999999997,1.6068652467047093,0.06962663975782038,0.004036326942482341,0.17368819374369313,69.0,4.0,172.1249999999999,1.638171227308783,0.07265388496468214,0.006054490413723511,0.1827194752774974,72.0,6.0,181.07499999999993
task_description:37f4dbf4-d3c0-4a03-a93b-bd88a28c787b,task_description,Build and manage reusable skills and project deliverables,"Users created, configured, debugged, and invoked reusable skill/automation scripts and slash commands within AI-assisted development environments, including building new skills, porting them across tools, and fixing recognition or installation issues. Tasks also spanned generating architecture diagrams, design briefs, interactive mockups, API guides, and game/application features as concrete software or design deliverables.",0,1231,0.004977457897822615,0.004700093253993316,0.005254822541651914,,1179,{},0.0,,405.0,0.3290008123476848,,,128.0,0.10398050365556458,203.0,0.16490658001624695,73.0,0.059301380991064176,26.0,0.021121039805036556,305.0,0.24776604386677498,90.0,0.07311129163281885,181.0,0.14703493095044678,,,831.0,0.6750609260763607,205.0,0.16653127538586515,30.0,0.024370430544272948,73.0,0.059301380991064176,120.0,0.09748172217709179,472.0,0.3834281072298944,119.0,0.0966693744922827,,,68.0,0.05523964256701868,341.0,0.2770105605199025,194.0,0.15759545085296506,308.0,0.2502030869212023,490.0,0.3980503655564582,239.0,0.1941510966693745,1231.0,1.0,19.042516424898118,8.515840779853777,7.474837530463038,9.657270511779041,10483.0,9201.525,11888.1,1231.0,1.0,219142.75047834884,144036.83509341997,131989.6871445979,156479.97493907393,177309344.0,162479304.875,192626849.15,1231.0,1.0,52289.0365378271,39643.85946385053,36830.48052396426,42471.266165718924,48801591.0,45338321.525,52282128.65,1231.0,1231.0,,,202.0,0.16409423233143786,,,,,296.0,0.2404549147034931,437.0,0.35499593826157594,258.0,0.20958570268074736,,,25.0,0.020308692120227456,1231.0,1231.0,1231.0,1231.0,1231.0,97475.10217586244,22878.497965825874,18367.00339707079,28823.508096013018,28117674.0,22573047.175,35424091.45,29203.305515244992,10340.072416598861,8770.375528885272,11994.944344995933,12707949.0,10778791.525,14741786.6,23.71058954384962,8.433685923515053,7.190174938974776,9.853620829943043,10365.0,8836.725,12110.1,1950.2483302731573,784.8152969894223,674.259560618389,903.6229658258746,964538.0,828665.0,1110552.625,326.6868875109536,90.73393002441009,72.51877542717656,108.99617575264442,111512.0,89125.575,133956.3,0.7427070013087826,0.13262815296989422,0.096826688364524,0.1757526444263629,163.0,119.0,216.0,0.7887311514950796,0.15378356387306755,0.11310008136696502,0.19853539462978032,189.0,139.0,244.0
task_description:701798c0-5b72-402a-9844-234117409486,task_description,Design and debug distributed system architecture and caching,"Users sought help designing, implementing, debugging, or auditing software systems involving caching layers, distributed state management, event pipelines, and service architecture across domains such as trading, IoT, messaging, and web applications. Tasks included diagnosing stale cache bugs, refactoring caching strategies, analyzing architectural assumptions, and implementing or reviewing components like message queues, TTL mechanisms, and inter-service communication.",0,1061,0.004290075409902352,0.004032484980222789,0.004547665839581915,,1048,{},0.0,,83.0,0.07822808671065033,,,116.0,0.10933081998114987,307.0,0.28934967012252594,42.0,0.03958529688972667,31.0,0.029217719132893498,343.0,0.3232799245994345,138.0,0.13006597549481622,146.0,0.13760603204524033,,,618.0,0.5824693685202639,292.0,0.27521206409048066,284.0,0.26767200754005654,48.0,0.04524033930254477,,,37.0,0.034872761545711596,186.0,0.17530631479736097,44.0,0.04147031102733271,,,439.0,0.413760603204524,258.0,0.24316682375117812,347.0,0.32704995287464655,267.0,0.25164938737040526,189.0,0.17813383600377003,1061.0,1.0,19.497861686691472,10.056550424128181,8.91585768143261,11.284048067860509,10670.0,9459.725,11972.375,1061.0,1.0,272108.4171527642,191740.4618284637,174849.4871583412,209556.62495287467,203436630.0,185515305.875,222339579.075,1061.0,1.0,41492.510630142926,32844.85956644675,30376.197950047124,35671.349858623944,34848396.0,32229146.025,37847302.2,1061.0,1061.0,,,196.0,0.18473138548539114,,,18.0,0.016965127238454288,221.0,0.20829406220546653,342.0,0.3223374175306315,238.0,0.22431668237511782,,,38.0,0.03581526861451461,1061.0,1061.0,1061.0,1061.0,1061.0,181769.15802189795,37470.074598677995,26728.189140698774,50008.253895184134,39680809.0,28305152.3,52958740.875,37267.39761072077,14195.496694995278,12052.117398489141,16536.99655335222,15033031.0,12763192.325,17512679.35,29.027689059005297,11.234183191690274,9.609017941454203,13.035174693106706,11897.0,10175.95,13804.25,2084.114831051645,646.1322001888574,524.6521954674221,772.9070113314448,684254.0,555606.675,818508.525,363.6159587534037,114.67516525023608,94.17488196411709,137.41569877242682,121441.0,99731.2,145523.225,0.6532377632247519,0.14258734655335223,0.10764872521246459,0.18508026440037773,151.0,114.0,196.0,0.7861803968748127,0.19452313503305005,0.14822946175637394,0.2455382436260623,206.0,156.975,260.025
task_description:5c88d96c-3ce4-428e-b4d6-652c5be52e2a,task_description,Orchestrate agentic software development and task management workflows,"Users engaged AI agents to execute, manage, and track structured multi-step software development and project management workflows, including implementing features, reviewing code, updating task statuses, resolving pipeline issues, and submitting work to merge queues. These sessions were characterized by agentic orchestration of discrete work items within organized task systems, often involving decisions about whether to continue, pause, reassign, or abort tasks based on detected blockers or project state.",0,600,0.0024260558397185775,0.0022321665644031634,0.0026199451150339917,,556,{},0.0,,215.0,0.35833333333333334,,,62.0,0.10333333333333333,102.0,0.17,16.0,0.02666666666666667,39.0,0.065,118.0,0.19666666666666666,46.0,0.07666666666666666,114.0,0.19,17.0,0.028333333333333332,391.0,0.6516666666666666,78.0,0.13,150.0,0.25,73.0,0.12166666666666667,68.0,0.11333333333333333,75.0,0.125,17.0,0.028333333333333332,50.0,0.08333333333333333,,,167.0,0.2783333333333333,92.0,0.15333333333333332,38.0,0.06333333333333334,338.0,0.5633333333333334,132.0,0.22,600.0,1.0,14.708088829526798,8.218333333333334,7.11125,9.323416666666667,4931.0,4266.75,5594.05,600.0,1.0,289152.1453777853,188289.14166666666,166324.95916666667,212482.99116666664,112973485.0,99794975.5,127489794.7,600.0,1.0,50718.607030183055,49247.681666666664,45376.066791666664,53356.648125,29548609.0,27225640.075,32013988.875,600.0,600.0,,,73.0,0.12166666666666667,,,,,146.0,0.24333333333333335,175.0,0.2916666666666667,182.0,0.30333333333333334,,,15.0,0.025,600.0,600.0,600.0,600.0,600.0,72895.87135823358,18995.15050167224,13251.411162207358,24777.29523411371,11359100.0,7924343.875,14816822.549999999,25830.879975618303,11040.891304347826,9210.301755852843,13213.664423076922,6602453.0,5507760.45,7901771.324999999,22.11691685904591,8.560200668896321,6.921362876254181,10.304598662207358,5119.0,4138.975,6162.15,3987.772676386003,825.2792642140469,570.6231605351171,1191.663168896321,493517.0,341232.65,712614.575,412.1711902286584,107.4648829431438,79.08599498327759,144.39627926421403,64264.0,47293.425,86348.97499999999,1.3662240185577168,0.25752508361204013,0.1605351170568562,0.37462374581939795,154.0,96.0,224.02499999999998,1.4009972670954112,0.29264214046822745,0.20066889632107024,0.41304347826086957,175.0,120.0,247.0
task_description:f983bd8d-e340-483f-9219-5528f9462a1a,task_description,"Create, automate, and publish social media content","Users created, scheduled, automated, and published social media posts across a wide range of platforms, content types, and business contexts, including carousels, campaigns, and multi-platform pipelines. Tasks spanned drafting copy, designing visual formats, building automation workflows, troubleshooting publishing failures, and structuring content strategies for ongoing social media operations.",0,1092,0.004415421628287811,0.0041541116383648526,0.004676731618210769,,949,{},0.0,,198.0,0.1813186813186813,,,66.0,0.06043956043956044,261.0,0.23901098901098902,136.0,0.12454212454212454,15.0,0.013736263736263736,262.0,0.23992673992673993,153.0,0.1401098901098901,159.0,0.14560439560439561,47.0,0.04304029304029304,672.0,0.6153846153846154,214.0,0.19597069597069597,18.0,0.016483516483516484,45.0,0.04120879120879121,287.0,0.26282051282051283,532.0,0.48717948717948717,36.0,0.03296703296703297,,,42.0,0.038461538461538464,129.0,0.11813186813186813,117.0,0.10714285714285714,322.0,0.2948717948717949,514.0,0.4706959706959707,137.0,0.12545787545787546,1092.0,1.0,20.50088013051908,9.361721611721611,8.134569597069598,10.67518315018315,10223.0,8882.95,11657.3,1092.0,1.0,205889.2090605777,107148.93223443223,95871.79775641026,120023.34532967032,117006634.0,104692003.15,131065493.1,1092.0,1.0,49939.10058031928,39196.57142857143,36249.92694597069,42003.426144688645,42802656.0,39584920.225,45867741.35,1092.0,1092.0,,,211.0,0.19322344322344323,,,,,234.0,0.21428571428571427,410.0,0.37545787545787546,190.0,0.17399267399267399,,,36.0,0.03296703296703297,1092.0,1092.0,1092.0,1092.0,1092.0,124845.84701271265,24692.814848762602,17939.695233730523,33392.09475252063,26939861.0,19572207.5,36430775.375,30181.810998851775,10428.881759853346,8815.15719523373,12313.004605866177,11377910.0,9617336.5,13433488.025,21.67139678686089,8.956003666361136,7.668950504124656,10.289023831347388,9771.0,8366.825,11225.324999999999,1980.7632635133289,526.8359303391384,418.54601283226395,648.690284142988,574778.0,456633.7,707721.1,327.6708758407212,65.1127406049496,47.26301558203483,84.95176443629697,71038.0,51563.95,92682.375,0.5814122277773053,0.09349220898258478,0.06049495875343722,0.12926214482126488,102.0,66.0,141.02499999999998,0.6274551086623031,0.11274060494958753,0.07791017415215398,0.15401008249312556,123.0,85.0,168.02499999999998
task_description:9ab03d42-cfac-4165-8c5f-5094d4538f09,task_description,"Install, configure, and package software tools and applications","Users installed, configured, and set up software applications, tools, frameworks, and development environments for a wide variety of specific end-user projects, ranging from AI agent systems and video processing pipelines to desktop applications and data analysis tools. Tasks included resolving dependency issues, creating build scripts, packaging executables, reorganizing configuration directories, and preparing applications for distribution or submission.",0,880,0.003558215231587247,0.0033235369415129733,0.003792893521661521,,879,{},0.0,,319.0,0.3625,,,62.0,0.07045454545454545,155.0,0.17613636363636365,59.0,0.06704545454545455,41.0,0.04659090909090909,131.0,0.14886363636363636,112.0,0.12727272727272726,147.0,0.16704545454545455,,,496.0,0.5636363636363636,223.0,0.2534090909090909,45.0,0.05113636363636364,326.0,0.3704545454545455,42.0,0.04772727272727273,26.0,0.029545454545454545,174.0,0.19772727272727272,,,43.0,0.048863636363636366,222.0,0.25227272727272726,139.0,0.15795454545454546,288.0,0.32727272727272727,251.0,0.2852272727272727,202.0,0.22954545454545455,880.0,1.0,17.250796603411395,10.652272727272727,9.581505681818182,11.720568181818182,9374.0,8431.725,10314.1,880.0,1.0,218001.15952454097,128654.27386363636,114545.7178125,143086.75198863636,113215761.0,100800231.675,125916341.75,880.0,1.0,38964.138296776655,28903.261363636364,26260.58681818182,31715.923352272726,25434870.0,23109316.4,27910012.55,880.0,880.0,,,58.0,0.0659090909090909,,,,,194.0,0.22045454545454546,419.0,0.47613636363636364,180.0,0.20454545454545456,,,21.0,0.023863636363636365,880.0,880.0,880.0,880.0,880.0,138130.23065919318,30995.590443686007,23029.06359499431,41288.77821387941,27245124.0,20242546.9,36292836.05,28935.787014787937,11646.175199089876,9897.73887940842,13565.90201934016,10236988.0,8700112.475,11924427.875,21.086498529466212,10.304891922639364,9.040813424345847,11.752275312855517,9058.0,7946.875,10330.25,2892.4595864605276,666.5233219567691,508.72292377701933,886.98771331058,585874.0,447167.45,779662.2,382.5520240589665,92.15130830489193,67.436803185438,119.64681456200228,81001.0,59276.95,105169.54999999999,0.5283300918777036,0.08873720136518772,0.055745164960182024,0.12627986348122866,78.0,49.0,111.0,0.8152053726047734,0.12400455062571103,0.07619453924914676,0.18546643913538108,109.0,66.975,163.02499999999998
task_description:50cca98f-bfe2-4a5e-96bc-273b05449f8d,task_description,Debug and manage financial records and accounting workflows,"Users worked on financial data management tasks spanning accounting corrections, transaction reconciliation, invoice processing, expense categorization, tax documentation, and audit tooling across diverse business contexts. These tasks centered on analyzing, fixing, or organizing existing financial records and workflows rather than building new payment processing or e-commerce infrastructure.",0,1308,0.005288801730586499,0.005002938702880245,0.005574664758292754,,1260,{},0.0,,106.0,0.08103975535168195,,,129.0,0.09862385321100918,333.0,0.2545871559633027,107.0,0.08180428134556575,22.0,0.016819571865443424,433.0,0.33103975535168195,177.0,0.1353211009174312,171.0,0.13073394495412843,,,772.0,0.5902140672782875,358.0,0.27370030581039756,182.0,0.13914373088685014,18.0,0.013761467889908258,278.0,0.21253822629969418,302.0,0.2308868501529052,105.0,0.08027522935779817,47.0,0.035932721712538224,68.0,0.05198776758409786,308.0,0.23547400611620795,297.0,0.22706422018348624,436.0,0.3333333333333333,369.0,0.28211009174311924,200.0,0.1529051987767584,1308.0,1.0,21.72395111423116,12.261467889908257,11.113857033639144,13.526185015290519,16038.0,14536.925,17692.25,1308.0,1.0,284484.98261408485,191522.7996941896,176440.6510321101,207464.35391819573,250511822.0,230784371.55,271363374.925,1308.0,1.0,45932.01662354691,39328.293577981654,36785.2375764526,41657.52073776758,51441408.0,48115090.75,54488037.125,1308.0,1308.0,,,215.0,0.1643730886850153,,,17.0,0.012996941896024464,332.0,0.25382262996941896,361.0,0.2759938837920489,340.0,0.2599388379204893,,,30.0,0.022935779816513763,1308.0,1308.0,1308.0,1308.0,1308.0,136673.21319790458,37086.92119357307,30230.523546289212,44662.190053557766,48472606.0,39511294.275,58373482.4,42501.83856170499,16022.884468247896,13674.531369548586,18486.037547819436,20941910.0,17872612.5,24161251.075,35.75776614090469,13.159143075745984,11.454820198928845,15.218477429227235,17199.0,14971.45,19890.55,2341.609570965131,661.6319816373374,542.0962127008416,798.2893267023718,864753.0,708519.75,1043364.15,382.4591477194281,106.17368018362663,86.80621652639633,127.9559296097934,138769.0,113455.725,167238.39999999997,1.3830891259505467,0.21193573068094873,0.13999617444529455,0.29231063504208105,277.0,182.975,382.04999999999995,1.4026667449394459,0.23871461361897475,0.1713848508033665,0.32138485080336643,312.0,224.0,420.04999999999995
task_description:1a98f178-f77c-488f-8c5f-1142269514e8,task_description,"Fix data quality, schema, and record reconciliation issues","Users worked on tasks involving database schema design, data cleaning, deduplication, and record reconciliation—including fixing constraints, resolving column mismatches, normalizing fields, and writing SQL scripts to insert, update, or synchronize data across systems. These tasks focused on maintaining data integrity and correctness within existing applications, rather than setting up new database infrastructure, running migrations between environments, or diagnosing connection and deployment issues.",0,1425,0.005761882619331622,0.005463579187030356,0.006060186051632888,,1386,{},0.0,,76.0,0.05333333333333334,,,113.0,0.07929824561403509,429.0,0.30105263157894735,122.0,0.0856140350877193,17.0,0.011929824561403509,468.0,0.32842105263157895,199.0,0.13964912280701755,120.0,0.08421052631578947,16.0,0.011228070175438596,866.0,0.607719298245614,423.0,0.2968421052631579,530.0,0.3719298245614035,60.0,0.042105263157894736,73.0,0.051228070175438595,71.0,0.04982456140350877,36.0,0.02526315789473684,21.0,0.014736842105263158,54.0,0.037894736842105266,580.0,0.4070175438596491,474.0,0.33263157894736844,324.0,0.22736842105263158,370.0,0.2596491228070175,257.0,0.18035087719298246,1425.0,1.0,18.67378001697074,10.621754385964913,9.677842105263158,11.672333333333334,15136.0,13790.925,16633.075,1425.0,1.0,245517.07083970806,187437.41263157895,174908.7117017544,201142.07219298245,267098313.0,249244914.175,286627452.875,1425.0,1.0,63866.73363654958,39281.73964912281,36159.360245614036,42642.89350877193,55976479.0,51527088.35,60766123.25,1425.0,1425.0,,,168.0,0.11789473684210526,,,19.0,0.013333333333333334,332.0,0.23298245614035087,565.0,0.39649122807017545,286.0,0.2007017543859649,,,46.0,0.032280701754385965,1425.0,1425.0,1425.0,1425.0,1425.0,173998.1977712466,42545.0779494382,33934.337675561794,51221.72724719101,60584191.0,48322496.85,72939739.6,37898.755986892174,16326.273174157302,14471.401913623597,18347.48374297753,23248613.0,20607276.325,26126816.849999998,26.993956389747918,11.883426966292134,10.564536516853932,13.283936095505618,16922.0,15043.9,18916.325,4824.086467224886,698.058286516854,514.785393258427,981.3747893258426,994035.0,733054.4,1397477.7,718.6722941920718,133.3813202247191,103.06336025280899,179.09587429775277,189935.0,146762.225,255032.52499999994,1.3243953311015775,0.24578651685393257,0.18258426966292135,0.32515800561797753,350.0,260.0,463.025,1.3742516987687696,0.2773876404494382,0.21557233146067417,0.35674157303370785,395.0,306.975,508.0
task_description:741496af-c5d0-40bd-95ce-fc04c2edef0b,task_description,Create and maintain project progress and handoff documentation,"Users created, updated, and organized project documentation artifacts such as handoff notes, roadmaps, phase completion records, sprint trackers, onboarding guides, and continuation prompts to capture current project state and enable future work sessions. These documentation tasks focused on recording progress, summarizing completed work, and structuring plans for deferred implementation rather than executing technical changes directly.",0,1254,0.005070456705011827,0.004790525995220574,0.00535038741480308,,1172,{},0.0,,170.0,0.13556618819776714,,,170.0,0.13556618819776714,245.0,0.19537480063795853,58.0,0.046251993620414676,63.0,0.050239234449760764,470.0,0.3748006379585327,73.0,0.058213716108452954,145.0,0.11562998405103668,,,963.0,0.7679425837320574,143.0,0.11403508771929824,143.0,0.11403508771929824,38.0,0.030303030303030304,45.0,0.03588516746411483,649.0,0.5175438596491229,39.0,0.03110047846889952,40.0,0.03189792663476874,,,290.0,0.23125996810207336,262.0,0.20893141945773525,203.0,0.16188197767145135,455.0,0.3628389154704944,334.0,0.266347687400319,1254.0,1.0,25.38753538366816,13.728070175438596,12.363556618819777,15.330522328548644,17215.0,15503.9,19224.475,1254.0,1.0,365618.67191998434,276392.70653907495,256926.41949760765,296712.84924242424,346596454.0,322185730.05,372077912.95,1254.0,1.0,66005.51518333705,55530.534290271135,51755.59340111643,59285.97364433812,69635290.0,64901514.125,74344610.95,1254.0,1254.0,,,202.0,0.16108452950558214,,,23.0,0.018341307814992026,310.0,0.24720893141945774,307.0,0.24481658692185007,384.0,0.3062200956937799,,,23.0,0.018341307814992026,1254.0,1254.0,1254.0,1254.0,1254.0,110478.1576660814,32729.48603351955,27227.58419792498,39071.63060654429,41010046.0,34116163.0,48956753.15,37700.60111059183,17640.182761372707,15560.885035913807,19947.488547486035,22103149.0,19497788.95,24994203.15,55.436647804396266,16.011173184357542,13.325319233838787,19.54327613727055,20062.0,16696.625,24487.725,3281.2151321150436,1394.8962490023941,1214.0196927374302,1591.7561452513967,1747805.0,1521166.675,1994470.45,520.8938275720798,185.2290502793296,157.7013966480447,215.85624501197125,232092.0,197599.85,270467.875,1.6146564485639439,0.31444533120510776,0.23543495610534718,0.41825618515562646,394.0,295.0,524.0749999999999,1.6701748865833668,0.37110933758978454,0.28250199521149244,0.4645051875498803,465.0,353.975,582.025
